Key,English Words,Translation
party_bill_date,Party Bill Date,കക്ഷിയുടെ ബില്ലിൻ്റെ തീയതി
party_bill_value,Party Bill Value,കക്ഷിയുടെ ബില്ലിൻ്റെ മൂല്യം
party_credit_limit,Party creditLimit,കക്ഷിയുടെ വായ്പാപരിധി
party_details,Party Details,കക്ഷിയുടെ വിശദവിവരങ്ങൾ
party_email_id,Party Email ID,കക്ഷിയുടെ ഇമെയിൽ ഐഡി
party_gstn,Party GSTN,കക്ഷിയുടെ ജി എസ് ടി എൻ
hint_party_id,Party ID,കക്ഷിയുടെ ഐഡി
party_mobile,Party Mobile No,കക്ഷിയുടെ മൊബൈൽ നമ്പർ
party_name,Party Name,കക്ഷിയുടെ പേര്
party_number,Party Number,കക്ഷിയുടെ നമ്പർ
party_pin_code,Party Pincode,കക്ഷിയുടെ പിൻകോഡ്
amntin_rs,Pass penalty,പാസ് പെനാൽറ്റി
passenger_number,Passenger Number,യാത്രക്കാരൻ്റെ നമ്പർ
passenger_report,Passenger Report,യാത്രക്കാരൻ്റെ റിപ്പോർട്ട്
path_route,Path route,വഴി
pay,Pay,ശമ്പളം
payment_info,Payment info,ശമ്പളത്തെക്കുറിച്ചുള്ള വിവരങ്ങൾ
label_payment_summary,Payment Summary -,ശമ്പളത്തിൻ്റെ സംഗ്രഹം
payout_type,Payout Type,ചെലവിൻ്റെ തരം
pdbf_voucher,PBDF Voucher,പി ബി ഡി എഫ് വൗച്ചർ
pd_refund,PD Charges Refund,പി ഡി ചാർജ്ജുകളുടെ റീഫണ്ട്
phone,Phone,ഫോൺ
pd_charge,Pickup dropoff charge,"പിക്ക് അപ്പിൻ്റേയും, ഡ്രോപ് ഓഫിൻ്റേയും ചാർജ്ജ്"
pickup_group,Pickup Group,പിക്ക് അപ് ഗ്രൂപ്പ്
msg_pickup_loading,Pickup is loading,പിക്ക് അപ്പ് ലോഡ് ചെയ്തു കൊണ്ടിരിക്കുകയാണ്. 
pickup_location,Pickup Location,പിക്ക് അപ്പിൻ്റെ സ്ഥലം
pickup_point,Pickup Point,പിക്ക് അപ്പ് പോയൻ്റ്
pickup_man_mob_no,Pickupman mobile number,പിക്ക് അപ്പ് ചെയ്യുന്ന ആളിൻ്റെ മൊബൈൽ നമ്പർ
pin,Pin,പിൻ 
pinCode,Pincode,പിൻ കോഡ്
please,Please,പ്ലീസ്
please_enter_collection_cartage,Please enter Collection cartage,ദയവായി കലക്ഷൻ്റെ വണ്ടിക്കൂലി ചേർക്കുക
please_enter_crossing_remarks,Please enter Crossing Remarks,ദയവായി ക്രോസിംഗ് റിമാർക്കുകൾ ചേർക്കുക
please_enter_goods_value,Please enter goods value,ദയവായി സാമഗ്രികളുടെ മൂല്യം ചേർക്കുക
message_type_2,Please select booked seats,ദയവായി ബുക്ക് ചെയ്ത സീറ്റുകൾ തിരഞ്ഞെടുക്കുക
label_select_different_seat,Please select different seat,ദയവായി വേറെ സീറ്റ് തിരഞ്ഞെടുക്കുക
message_type_1,Please select empty seats,ദയവായി ഒഴിഞ്ഞ സീറ്റ് തിരഞ്ഞെടുക്കുക
select_godown_city_first,Please select Godown City first,ദയവായി ആദ്യം ഗോഡൗണിൻ്റെ പട്ടണം തിറ്റഞ്ഞെടുക്കുക
self_booking_pnr,PNR Number,പി എൻ ആർ നമ്പർ
pnr_number,PNR number,പി എൻ ആർ നമ്പർ 
pos,POS,പി ഒ എസ്
pre_bus_type,Pre Bus Type,പ്രീ ബസ് ടൈപ്പ്
prepaid_card,Prepaid Card,പ്രീ പെയ് ഡ് കാർഡ്
primary_mobile_number,Primary mobile number,പ്രൈമറി മൊബൈൽ നമ്പർ
print,Print,പ്രിൻ്റ് 
print_cust_copy,Print customer copy,കസ്റ്റമറുടെ കോപ്പി പ്രിൻ്റ് ചെയ്യുക
print_compact_receipt,Print Compact Receipt,ചുരുക്ക രസീത് പ്രിൻ്റ് ചെയ്യുക
print_detailed_receipt,Print Detailed Receipt,വിശദമായ രസീത് പ്രിൻ്റ് ചെയ്യുക
print_office_copy,Print office copy,ഓഫീസ് കോപ്പി പ്രിൻ്റ് ചെയ്യുക
print_remarks,Print Remarks,റിമാർക് സ് പ്രിൻ്റ് ചെയ്യുക
print_report,Print Report,റിപ്പോർട്ട് പ്രിൻ്റ് ചെയ്യുക
provide_contact_details_to_send_express_checkout,Provide contact details to send Express Checkout,എക്സ്പ്രസ്സ് ചെക്ക് ഔട്ട് അയക്കുവാൻ ബന്ധപ്പെടുവാനുള്ള വിശദവിവരങ്ങൾ നൽകുക
qr,QR,ക്യു ആർ
qr_selection_type,QR Selection Type,ക്യു ആർ സെലക്ഷൻ ടൈപ്പ്
label_qr_pending_payment,QR Pending Payments,ബാക്കിയുള്ള പേമെൻ്റുകൾ
quick_view_detail,Quick View Detail,ക്വിക്ക് വ്യൂ ഡീട്ടെയിൽ
quota_of,Quota of,യുടെ ക്വോട്ട 
label_rate_per_kg,Rate (Rs/KG),നിരക്ക് (രൂ കിലോഗ്രാം)
transfer_reason,Reason,കാരണം
reason_for_refund,Reason for refund,പണം തിരികെ കൊടുക്കാനുള്ള കാരണം 
receipt,Receipt,രസീത്
receipt_type,Receipt Type,രസീതിൻ്റെ തരം
label_receive_branch,Receive Branch,കൈപ്പറ്റുന്ന ബ്രാഞ്ച്
receive_city,Receive City,കൈപ്പറ്റുന്ന പട്ടണം 
received_by,Received By,കൈപ്പറ്റുന്ന വ്യക്തി
received_by_branch,Received By Branch,എന്ന ബ്രാഞ്ച് കൈപ്പറ്റി
receiver_id_proof,Receiver Id Proof,കൈപ്പറ്റുന്ന വ്യക്തിയുടെ ഐഡി പ്രൂഫ് 
receiver_id_proof_no,Receiver Id Proof No,കൈപ്പറ്റുന്ന ആളിൻ്റെ ഐഡി പ്രൂഫ് നമ്പർ
receiver_image_id,Receiver Image Id,കൈപ്പറ്റുന്ന ആളിൻ്റെ ഐഡിയുടെ ഫോട്ടോ
receiver_mobile_no_,Receiver mobile No,കൈപ്പറ്റുന്ന ആളിൻ്റെ മൊബൈൽ നമ്പർ
label_receiver_name,Receiver Name,കൈപ്പറ്റുന്ന ആളിൻ്റെ പേര്
receiver_city_and_state,Receiver City & State,"കൈപ്പറ്റുന്ന ആളിൻ്റെ പട്ടണവും, സംസ്ഥാനവും"
receiver_pin_code,Receiver Pincode,കൈപ്പറ്റുന്ന ആളിൻ്റെ പിൻ കോഡ്
label_receiving_branch,Receiving Branch,കൈപ്പറ്റുന്ന ബ്രാഞ്ച്
lebel_receiving_city,Receiving City,കൈപ്പറ്റുന്ന പട്ടണം
recharge_amount,Recharge amount,റീചാർജ്ജ് തുക
label_recharge_date,RechargeDate:,റീചാർജ്ജിൻ്റെ തീയതി:
receiver_name_,Reciever Name,കൈപ്പറ്റുന്ന ആളിൻ്റെ പേര്
refresh,Refresh,റിഫ്രഷ് ചെയ്യുക
refund_amount,Refund amount,തിരിച്ചു ലഭിക്കുന്ന തുക 
refund_success,Refund is successful,റീഫണ്ട് സഫലമായി 
remote_pos,Remote POS,റിമോട്ട് പി ഒ എസ്
report_type,Report Type,റിപ്പോർട്ടിൻ്റെ തരം
request_recharge,Request Recharge,റീചാർജ്ജിന് അപേക്ഷിക്കുക
resend_otp,Resend,വീണ്ടും അയക്കുക
reset,Reset,റീസെറ്റ് ചെയ്യുക
review_and_pay,Review and Pay,പുനരവലോകനം ചെയ്ത് പണമടക്കുക
review_and_proceed,Review and proceed,പുനരവലോകനം ചെയ്ത് മുന്നോട്ട് പോവുക
label_route_is_loading,Route is loading,റൂട്ട് ലോഡ് ചെയ്തു കൊണ്ടിരിക്കുകയാണ്
s1,S1,എസ് 1
s3,S3,എസ് 3
s5,S5,എസ് 5
scan,Scan,സ്കാൻ ചെയ്യുക
search_driver,Search Driver,ഡ്രൈവറെ തിരയുക
search_with_name,Search with Name,പേരു കൊണ്ട് തിരയുക
seat_fare,Seat Fare,സീറ്റിൻ്റെ വില
seat_numbers,Seat Numbers,സീറ്റ് നമ്പറുകൾ 
seat_type_number,Seat type number,സീറ്റിൻ്റെ ടൈപ്പിൻ്റെ നമ്പർ
select_agent_name,Select Agent Name,ഏജൻ്റിൻ്റെ പേര് തിരഞ്ഞെടുക്കുക
select_agent_city,Select Agent City,ഏജൻ്റിൻ്റെ പട്ടണം തിരഞ്ഞെടുക്കുക
select_all,Select All,എല്ലാം തിരഞ്ഞെടുക്കുക
label_select_booking_type,Select Booking Type,ബുക്കിംഗ് ടൈപ്പ് തിരഞ്ഞെടുക്കുക
toolbar_select_from_map,Select Branch From Map,മാപ്പിൽ നിന്ന് ബ്രാഞ്ച് തിരഞ്ഞെടുക്കുക
label_select_chart,Select Chart,ചാർട്ട് തിരഞ്ഞെടുക്കുക
error_select_chart,Select chart for transfer,ട്രാൻസ്ഫറിനുള്ള ചാർട്ട് തിരഞ്ഞെടുക്കുക
select_consignment_type,Select Consignment Type,ചരക്കിൻ്റെ തരം തിരഞ്ഞെടുക്കുക
select_coupon_type,Select Coupon Type,കൂപ്പണിൻ്റെ തരം തിരഞ്ഞെടുക്കുക
select_destination_city_short,Select Destination City,എത്തേണ്ട പട്ടണം തിരഞ്ഞെടുക്കുക
select_dispatch_by_branch,Select Dispatch By Branch,ബ്രാഞ്ച് വഴി അയക്കുന്നത് തിരഞ്ഞെടുക്കുക
saved_details,Select from saved details,സേവ് ചെയ്തിരിക്കുന്ന വിവരങ്ങളിൽ നിന്ന് തിരഞ്ഞെടുക്കുക
select_id_proof_type,Select ID Proof,ഐഡി പ്രൂഫ് തിരഞ്ഞെടുക്കുക
select_input_type,Select input type,ഇൻപുട്ട് ചെയ്യേണ്ട വിധം തിരഞ്ഞെടുക്കുക
select_issuer,Select issuer,ഇഷ്യുവർ തിരഞ്ഞെടുക്കുക
select_item_type,Select item type,വസ്തുവിൻ്റെ തരം തിരഞ്ഞെടുക്കുക 
select_items,Select Items,വസ്തുക്കൾ തിരഞ്ഞെടുക്കുക
select_ledger,Select Ledger,ലെഡ്ജർ തിരഞ്ഞെടുക്കുക
label_select_new_drop_off,Select New Dropoff,പുതിയ ഡ്രോപ് ഓഫ് തിരഞ്ഞെടുക്കുക
label_select_new_pick_up,Select New Pickup,പുതിയ പിക്ക് അപ്പ് തിരഞ്ഞെടുക്കുക
select_party,Select Party,കക്ഷിയെ തിരഞ്ഞെടുക്കുക
select_payment_mode,Select Payment Mode,പണം കൊടുക്കേണ്ട രീതി തിരഞ്ഞെടുക്കുക
select_pickup_droooff,Select Pickup & Dropoff,"പിക്ക് അപ്പും, ഡ്രോപ് ഓഫും തിരഞ്ഞെടുക്കുക"
select_month,Select month,മാസം തിരഞ്ഞെടുക്കുക
select_pnr,Select PNR,പി എൻ ആർ തിരഞ്ഞെടുക്കുക
select_qr_payment_mode,Select QR payment mode,ക്യു ആർ പേമെൻ്റ് രീതി തിരഞ്ഞെടുക്കുക
select_qr_provider,Select QR Provider,ക്യു ആർ ദാതാവിനെ തിരഞ്ഞെടുക്കുക
label_select_received_by_branch,Select Received By Branch,കൈപ്പറ്റിയ ബ്രാഞ്ച് തിരഞ്ഞെടുക്കുക
select_receving_branch,Select Receving Branch,കൈപ്പറ്റുന്ന ബ്രാഞ്ച് തിരഞ്ഞെടുക്കുക
select_receiver_id_type,Select Receiver ID Type,കൈപ്പറ്റുന്ന വ്യക്തിയുടെ ഐഡി പ്രൂഫ് തിരഞ്ഞെടുക്കുക
label_select_report_type,Select Report Type,റിപ്പോർട്ട് ടൈപ്പ് തിരഞ്ഞെടുക്കുക
select_seats,Select Seats,സീറ്റുകൾ തിരഞ്ഞെടുക്കുക
select_sender_id_type,Select Sender ID Type,അയക്കുന്ന ആളിൻ്റെ ഐഡി ടൈപ്പ് തിരഞ്ഞെടുക്കുക
label_select_summary_type,Select Summary Type,സംഗ്രഹത്തിൻ്റെ തരം തിരഞ്ഞെടുക്കുക
toolbar_report_type,Select Summary Type,സംഗ്രഹത്തിൻ്റെ തരം തിരഞ്ഞെടുക്കുക
select_transfer_branch,Select Transfer Branch,ട്രാൻസ്ഫർ ചെയ്യുന്ന ബ്രാഞ്ച് തിരഞ്ഞെടുക്കുക
select_transfer_branch_in,Select Transfer Branch in,ട്രാൻസ്ഫർ ബ്രാഞ്ചിൻ്റെ സ്ഥലം തിരഞ്ഞെടുക്കുക
select_vehicle_no,select Vehicle No,വാഹനത്തിൻ്റെ നമ്പർ തിരഞ്ഞെടുക്കുക
selected_lr_no,Selected LR No,എൽ ആർ നമ്പർ തിരഞ്ഞെടുക്കുക
label_select_seat,Selected old seats,പഴയ സീറ്റുകൾ തിരഞ്ഞെടുക്കുക
selected_trans_ids,Selected Trans. Ids,ട്രാൻസ്ഫർ ഐഡികൾ തിരഞ്ഞെടുക്കുക 
label_self,Self,സെൽഫ്
label_self_freight,Self Freight,സെൽഫ് ഫ്രെയ് റ്റ്
send_gps_link,Send GPS Link,ജി പി എസ് ലിങ്ക് അയക്കുക
send_i_was_there,Send I was there SMS,എന്ന എസ് എം എസ് അയക്കുക
send_link_to_multiple_passenger,Send link to multiple passenger,ലിങ്ക് അനേകം യാത്രക്കാർക്ക് അയക്കുക
send_express_checkout,Send Express Checkout,എക്സ്പ്രസ്സ് ചെക്ക് ഔട്ട് ആയി അയക്കുക
sender_city_and_state,Sender City & State,"അയക്കുന്ന ആളിൻ്റെ പട്ടണവും, സംസ്ഥാനവും "
sender_id_and_image,Sender ID & Image,"അയക്കുന്ന ആളിൻ്റെ ഐഡിയും, ഫോട്ടോവും "
sender_id_image,Sender ID Image,അയക്കുന്ന ആളിൻ്റെ ഐഡിയുടെ ഫോട്ടോ 
sender_id_proof,Sender ID Proof,അയക്കുന്ന ആളിൻ്റെ ഐഡി പ്രൂഫ്
sender_id_proof_no,Sender ID Proof No,അയക്കുന്ന ആളിൻ്റെ ഐഡി പ്രൂഫിൻ്റെ നമ്പർ
sender_image,Sender Image,അയക്കുന്ന ആളിൻ്റെ ഫോട്ടോ
sender_mobile_no_,Sender mobile No,അയക്കുന്ന ആളിൻ്റെ മൊബൈൽ നമ്പർ
service_name,Service Name,സർവീസിൻ്റെ പേര് 
short_receive,Short Receive,ഷോർട്ട് റിസീവ്
show_all,Show All,എല്ലാം കാണിക്കുക
label_show_auto_receive,Show Auto Receive Only,ഓട്ടോ റിസീവ് മാത്രം കാണിക്കുക
show_date,Show date,തീയതി കാണിക്കുക
show_list,Show List,ലിസ്റ്റ് കാണിക്കുക
show_list_all,Show list all,എല്ലാ ലിസ്റ്റും കാണിക്കുക
label_near_by_branches,Show Nearby Branches,സമീപത്തുള്ള ബ്രാഞ്ചുകൾ കാണിക്കുക
show_qr,Show QR,ക്യു ആർ കാണിക്കുക
label_rate_enquiry,Show Rate,നിരക്ക് കാണിക്കുക
show_time,Show time,സമയം കാണിക്കുക
sms_info,SMS Info,എസ് എം എസിൻ്റെ വിവരങ്ങൾ കാണിക്കുക
sms_pnr_info,SMS PNR Info,പി എൻ ആറിൻ്റെ വിവരങ്ങൾ കാണിക്കുക
label_sms_success,Sms sent successfully,എസ് എം എസ് വിജയകരമായി അയച്ചു 
sms_template,SMS Template,എസ് എം എസ് ടെംപ്ലേറ്റ്
sms_template_here,SMS Template Here..,എസ് എം എസ് ടെംപ്ലേറ്റ് ഇവിടെ
sms_type,SMS Type,എസ് എം എസ്സിൻ്റെ തരം
source_branch,Source Branch,ഉറവിടത്തിലെ ബ്രാഞ്ച്
source_city,Source City,ഉറവിട പട്ടണം 
special_vehicle,Special vehicle,പ്രത്യേകവാഹനം 
label_sr,Sr.,Sr.
staff_mno,Staff MNo.,സ്റ്റാഫിൻ്റെ മൊബൈൽ നമ്പർ
dec_date,Start date,പുറപ്പെടുന്ന തീയതി
start_date,Start date,പുറപ്പെടുന്ന തീയതി
start_recording,Start recording,റെക്കോർഡ് ചെയ്യാൻ തുടങ്ങുക
start_syncing,Start Syncing,ചേർക്കാൻ തുടങ്ങുക
stop_recording,Stop recording,റെക്കോർഡ് ചെയ്യുന്നത് നിർത്തുക
stop_syncing,Stop Syncing,ചേർക്കുന്നത് നിർത്തുക
stop_trip,Stop Trip,ട്രിപ്പ് നിർത്തുക 
submit_otp,Submit OTP,ഒടിപി അയക്കുക
receive_report_type_2,Summary,സംഗ്രഹം 
toolbar_summary_receive_report,Summary -Receive Report,സംഗ്രഹം - റിപ്പോർട്ട് കൈപ്പറ്റുക
dispatch_report_type_3,Summary Only,സംഗ്രഹം മാത്രം
dispatch_report_type_5,Summary with Hamali & Cartage,"ചുമട്ടുകാരൻ്റേയും, വണ്ടിക്കൂലിയുടേയും സംഗ്രഹം"
dispatch_report_type_6,Summary with other charges,മറ്റു ചാർജ്ജുകളോടൊപ്പമുള്ള സംഗ്രഹം
swiping_charges,Swiping Charges,കനത്ത ചാർജ്ജുകൾ
label_tnc,T&C,ടി & സി
test,Test,ടെസ്റ്റ്
label_already_added,This Eway bill already added,ഈ ഈ വേ ബിൽ ഇതിനകം ചേർത്തിരിക്കുന്നു
tv_given_time,Time,സമയം
end_date,To Date,തീയതി വരെ
to_stage,To Stage,സ്റ്റേജ് വരെ
label_to_lr_booking_date,To LR Booking Date,അടക്കേണ്ടത്
label_to_pay,To-Pay,എൽ ആർ ബുക്കിംഗ് തീയതി വരെ
offline_trips_tonetag,Tonetag - Offline trips,ടോൺ ടാഗ് - ഓഫ് ലൈൻ ട്രിപ്പുകൾ
topay,Topay,അടക്കേണ്ടത്
label_to_pay_amount,ToPay Amount,അടക്കാനുള്ള തുക
label_to_pay_freight,ToPay Freight,അടക്കാനുള്ള ചരക്കുകൂലി
label_to_pay_gst_other,ToPay GST + Other,"അടക്കാനുള്ള ചരക്കുസേവനനികുതിയും, മറ്റുള്ളവയും"
label_to_pay_lr_count,ToPay LR Count,അടക്കാനുള്ള എൽ ആർ കൗണ്ട്
label_to_pay_units,ToPay Units,അടക്കാനുള്ള യൂനിറ്റുകൾ
total_damage_qty,Total Damage Qty,കേടായ മൊത്തം എണ്ണം
total_eway_bill_count,Total Eway Bill Count,മൊത്തം ഇ വേ ബില്ലിൻ്റെ എണ്ണം
total_fare_gst,Total Fare(+GST),മൊത്തം യാത്രക്കൂലി (+ ചരക്കുസേവനനികുതി)
total_freight,Total Freight,മൊത്തം ചരക്കുകൂലി
total_gst,Total GST,മൊത്തം ചരക്കുസേവനനികുതി
label_total_gst_other,Total GST + Other,മൊത്തം ചരക്കുസേവനനികുതി + മറ്റുള്ളവ
total_items_,Total Items:,മൊത്തം വസ്തുക്കൾ: 
total_lr_count,Total LR Count,മൊത്തം എൽ ആർ കൗണ്ട്
label_total_net_amount,Total Net Amount,മൊത്തം റൊക്കം തുക
total_qty,Total Qty,മൊത്തം എണ്ണം 
total_short_qty,Total Short Qty,കുറവുള്ള മൊത്തം എണ്ണം
total_units,Total Units,മൊത്തം യൂനിറ്റുകൾ
transaction_amount,Transaction amount,ഇടപാട് നടന്ന തുക 
trans_amount,Transaction amount,ഇടപാട് നടന്ന തുക 
transaction_code_,Transaction code,ഇടപാടിൻ്റെ കോഡ്
trans_dt_time,Transaction date time,"ഇടപാടിൻ്റെ തീയതിയും, സമയവും"
transaction_id,Transaction Id,ഇടപാടിൻ്റെ ഐഡി
transaction_status,Transaction Status,ഇടപാടിൻ്റെ അവസ്ഥ
transfer,Transfer,ട്രാൻസ്ഫർ
transfer_all,Transfer all,എല്ലാം ട്രാൻസ്ഫർ ചെയ്യുക
transfer_by_branch,Transfer By Branch,ബ്രാഞ്ച് വഴി ട്രാൻസ്ഫർ ചെയ്യുക
transfer_by_user,Transfer By User,ഉപയോക്താവു വഴി ട്രാൻസ്ഫർ ചെയ്യുക
transfer_branch,Transfer Branch,ട്രാൻസ്ഫർ ചെയ്ത ബ്രാഞ്ച്
transfer_date,Transfer Date,ട്രാൻസ്ഫർ ചെയ്ത തീയതി
error_transfer_insert,Transfer Failed! Try again,ട്രാൻസ്ഫർ സഫലമായില്ല! വീണ്ടും ശ്രമിക്കുക
label_transfer_from_branch,Transfer From Branch,ബ്രാഞ്ചിൽ നിന്ന് ട്രാൻസ്ഫർ ചെയ്യുക
label_transfer_from_city,Transfer From City,പട്ടണത്തിൽ നിന്ന് ട്രാൻസ്ഫർ ചെയ്യുക
transfer_luggage,Transfer Luggage,ലഗേജ് ട്രാൻസ്ഫർ ചെയ്യുക
transfer_new,Transfer New,പുതിയത് ട്രാൻസ്ഫർ ചെയ്യുക
transfer_receive,Transfer Receive,ട്രാൻസ്ഫർ കൈപ്പറ്റുക 
msg_transfer_success,Transfer Success,ട്രാൻസ്ഫർ സഫലം
transfer_to,Transfer To,ലേക്ക് ട്രാൻസ്ഫർ
transfer_to_branch,Transfer To Branch,ബ്രാഞ്ചിലേക്ക് ട്രാൻസ്ഫർ
transfer_to_city,Transfer To City,പട്ടണത്തിലേക്ക് ട്രാൻസ്ഫർ
transfer_type,Transfer Type,ട്രാൻസ്ഫറിൻ്റെ തരം
transporter_name,Transporter Name,ട്രാൻസ്പോർട്ടറുടെ പേര്
tv_trip_name,Trip name,ട്രിപ്പിൻ്റെ പേര്
type_of_collection,Type of collection,കലക്ഷൻ്റെ വിധം
type_of_goods,Type of goods,സാമഗ്രികളുടെ തരം 
units,Units,യൂനിറ്റുകൾ
unknown,Unknown,അജ്ഞാതം
upi_qr,UPI QR,യു പി ഐ ക്യു ആർ
upload_receiver_image,Upload Receiver Image,കൈപ്പറ്റുന്ന ആളുടെ ഫോട്ടോ അപ് ലോഡ് ചെയ്യുക
upload_receiver_image_and_id,Upload Receiver Image and Id,"കൈപ്പറ്റുന്ന ആളുടെ ഫോട്ടോയും, ഐഡിയും അപ് ലോഡ് ചെയ്യുക"
upload_receiver_id_image,Upload Receiver Id Image,കൈപ്പറ്റുന്ന ആളുടെ ഐഡിയുടെ ഫോട്ടോ അപ് ലോഡ് ചെയ്യുക
upload_sender_id_image,Upload Sender ID Image,അയക്കുന്ന ആളുടെ ഐഡിയുടെ ഫോട്ടോ അപ് ലോഡ് ചെയ്യുക
upload_sender_image,Upload Sender Image,അയക്കുന്ന ആളുടെ ഫോട്ടോ അപ് ലോഡ് ചെയ്യുക
label_usages,Usage :,ഉപയോഗം:
label_user_location,User Location Point :,ഉപയോക്താവിൻ്റെ ലൊക്കേഷൻ പോയൻ്റ്:
valid,Valid,സാധുതയുള്ളത് 
validate,Validate,സാധൂകരിക്കുക
validate_boarding,Validate Boarding for seat,സീറ്റിനുള്ള ബോർഡിംഗ് സാധൂകരിക്കുക
validate_with_pin,Validation with pin,പിൻ കൊണ്ട് സാധൂകരിക്കുക
validity,Validity,സാധുത
valuation_charge,Valuation Charge,വാലുവേഷനുള്ള ചാർജ്ജ്
vehicle,Vehicle,വാഹനം
label_vehicle_wise,vehicle wise,വാഹനമനുസരിച്ച്
vehicle_wise,vehicle wise,വാഹനമനുസരിച്ച്
vehicle_wise_challan_wise_summary,Vehicle-wise Challan-wise Summary,"വാഹനമനുസരിച്ചും, ചലാൻ അനുസരിച്ചുമുള്ള സംഗ്രഹം"
dispatch_report_type_2,Vehicle-wise Summary (Cancelled dispatch),വാഹനമനുസരിച്ചുള്ള സംഗ്രഹം (റദ്ദാക്കിയ ഡെസ്പാച്ച്)
verify,Verify,പരിശോധിക്കുക
verification_status,Verification Status,പരിശോധനയുടെ അവസ്ഥ
version_name,Version name,വെർഷൻ്റെ പേര്
view_coupons,View Coupons,കൂപ്പണുകൾ നോക്കുക
voucher_success,Voucher success,വൗച്ചർ സഫലം
weight_charge,Weight Charge,ഭാരത്തിൻ്റെ ചാർജ്ജ്
blocked_lrno_is,Blocked LRNO is,എൽ ആർ എൻ ഒ ബ്ലോക്ക് ചെയ്തിരിക്കുന്നു
label_gps_config_fail,Bus not assigned or GPS not configured.,ബസ്സ് ഏർപ്പാടു ചെയ്തിട്ടില്ല അല്ലെങ്കിൽ ജി പി എസ്സിൻ്റെ രൂപഘടന ചെയ്തിട്ടില്ല
click_swipe_machine,Click preferred swipe machine type to proceed,"മുന്നോട്ട് നീങ്ങുവാൻ, താല്പര്യമുള്ള സ്വൈപ് മെഷീൻ്റെ തരം ക്ലിക്ക് ചെയ്യുക"
inactive_trip,Currently all sub-routes are closed !,ഇപ്പോൾ എല്ലാ സബ്റൂട്ടുകളും അടച്ചിരിക്കുകയാണ്.
change_destination_branch,Do you want to change the Destination Branch?,ലക്ഷ്യസ്ഥാനത്തുള്ള ബ്രാഞ്ച് മാറ്റുവാൻ നിങ്ങൾ ആഗ്രഹിക്കുന്നുണ്ടോ?
enter_4_digits_pin,Enter 4 digits pin,4 അക്കമുള്ള പിൻ ചേർക്കുക 
msg_if_you_have_forgotten,"*If you have forgotten the saved pattern , logout,login and create a new pattern","* സേവ് ചെയ്ത പാറ്റേൺ നിങ്ങൾ മറന്നു പോയെങ്കിൽ, ലോഗ് ഔട്ട് ചെയ്ത്, ലോഗ് ഇൻ ചെയ്ത്, പുതിയൊരു പാറ്റേൺ ഉണ്ടാക്കുക"
payment_modes_not_loaded,Payment modes list is not loaded!,പേമെൻ്റ് മോഡ് ലോഡ് ചെയ്തിട്ടില്ല!
label_select_ewaybill,Please Select At Least One Eway Bill,ദയവായി കുറഞ്ഞത് ഒരു ഇ വേ ബിൽ എങ്കിലും തിരഞ്ഞെടുക്കുക
qr_valid_fail,QR validation failed,ക്യു ആർ സാധൂകരണം വിഫലമായി
rate_entered_for_party,Rate Entered For Party Booking Does Not Match Assigned Rate!,"പാർട്ടി ബുക്കിംഗിന് ചേർത്ത നിരക്ക്, ഏർപ്പാട് ചെയ്ത നിരക്കുമായി യോജിക്കുന്നില്ല!"
msg_confirm_non_report_seat,Seat will be non-reported by following action.,താഴെക്കാണിച്ചിരിക്കുന്ന നടപടി കൊണ്ട് സീറ്റ് 'നോൺ-റിപ്പോർട്ടഡ്' ആകും. 
message_ewaybilt_different_transporter,Transporter-ID does not match to yours,ട്രാൻസ്പോർട്ടർ - ഐഡി നിങ്ങളുടേതുമായി യോജിക്കുന്നില്ല.
trip_detail_not_found_error,Trip Details Not Found For Selected Chart Date,തിരഞ്ഞെടുത്തിരിക്കുന്ന തീയതിയിൽ ട്രിപ്പിൻ്റെ വിശദവിവരങ്ങൾ കാണുന്നില്ല.
volumetric_inch,Volumetric Weight(KG) =(Length*Width*Height*16.3871/5000),വ്യാപ്തമനുസരിച്ച ഭാരം (കിലോഗ്രാം) = (നീളം*ഉയരം*16.3871/5000)
volumetric_cm,Volumetric Weight(KG) =(Length*Width*Height/5000),വ്യാപ്തമനുസരിച്ച ഭാരം (കിലോഗ്രാം) = (നീളം*ഉയരം*16.3871/5000)
volumetric_mm,Volumetric Weight(KG) =(Length*Width*Height/5000000),വ്യാപ്തമനുസരിച്ച ഭാരം (കിലോഗ്രാം) = (നീളം*ഉയരം*16.3871/5000000)
booking_reprint,Booking reprint,ബുക്കിംഗിൻ്റെ റീപ്രിൻ്റ്
booking_cancel,Booking cancel,ബുക്കിംഗ് റദ്ദായി
delivery_cancel,Delivery cancel,ഡെലിവറി റദ്ദായി
delivery_reprint,Delivery reprint,ഡെലിവറി റീപ്രിൻ്റ്
booking_date_and_time,Booking Date & Time,"ബുക്കിംഗിൻ്റെ തീയതിയും, സമയവും"
way_bill_no_lr_no,Way Bill No (LR No.),വേ ബിൽ നമ്പർ (എൽ ആർ നമ്പർ)
reprint_duplicate_copy,REPRINT (DUPLICATE COPY),റീപ്രിൻ്റ് (ഡ്യൂപ്ലിക്കേറ്റ് കോപ്പി)
delivery_date_and_time,Delivery Date & Time,"ഡെലിവറിയുടെ തീയതിയും, സമയവും"
received_date_and_time,Received Date & Time,"കൈപ്പറ്റിയ തീയതിയും, സമയവും"
more_options_underline,More Options,കൂടുതൽ ഓപ്ഷനുകൾ
